Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000203346	AL162458.1	pseudogene	121	117
ENSG00000227317	DDAH2	protein_coding	3580	2538
ENSG00000266908	RP5-1022P6.7	lincRNA	3766	395
ENSG00000266909	SLC25A6P4	pseudogene	553	553
ENSG00000266906	AC005357.1	pseudogene	301	301
ENSG00000266907	AC006116.22	pseudogene	2521	2171
ENSG00000266900	RP11-173A16.2	sense_intronic	1603	1603
ENSG00000266901	RP11-567M16.5	antisense	931	474
ENSG00000242958	RP11-662B19.1	pseudogene	316	316
ENSG00000242951	RP11-507E23.1	pseudogene	402	402
ENSG00000266904	LINC00663	lincRNA	19058	4334
ENSG00000242952	RP11-187O7.1	pseudogene	887	887
ENSG00000266905	RP11-1058N17.1	lincRNA	991	352
ENSG00000242953	RP11-803B1.3	pseudogene	133	133
ENSG00000266903	CTB-171A8.1	antisense	86532	1418
ENSG00000242950	ERVW-1	protein_coding	9607	6130
ENSG00000227321	MTND4P15	pseudogene	1033	1033
ENSG00000227322	RXRB	protein_coding	7264	4089
ENSG00000227325	AC021106.1	pseudogene	610	606
ENSG00000227326	RPL7AP7	pseudogene	797	797
ENSG00000227329	RP11-258C19.4	pseudogene	167	167
ENSG00000203334	AP003027.1	pseudogene	2079	2076
ENSG00000203335	AC006019.3	antisense	3977	2470
ENSG00000242948	EPS15P1	pseudogene	2071	2071
ENSG00000266933	AC005775.2	antisense	17768	830
ENSG00000266934	RP11-332H18.3	sense_intronic	1896	1329
ENSG00000266931	RP11-1252D15.1	pseudogene	143	143
ENSG00000242968	RP11-731C17.1	pseudogene	1073	709
ENSG00000266932	AC006116.13	pseudogene	988	988
ENSG00000242962	RN7SL106P	misc_RNA	279	279
ENSG00000242963	RP11-143E21.1	pseudogene	351	351
ENSG00000266938	AC119403.1	pseudogene	598	598
ENSG00000266935	CTD-3234P18.2	lincRNA	1398	550
ENSG00000266936	CTC-215O4.4	antisense	5095	366
ENSG00000242960	FTH1P23	pseudogene	550	550
ENSG00000227332	RP11-38M15.11	lincRNA	916	489
ENSG00000266930	CTD-2085J24.4	lincRNA	2497	497
ENSG00000227333	EHMT2	protein_coding	17929	7289
ENSG00000227330	AP000998.2	lincRNA	92536	478
ENSG00000227331	AC005042.2	pseudogene	800	800
ENSG00000203325	RP11-277A4.4	antisense	21184	624
ENSG00000227336	LINC00434	lincRNA	595	419
ENSG00000227337	AC139452.2	pseudogene	471	471
ENSG00000203326	ZNF525	protein_coding	26525	7193
ENSG00000203327	AC012358.7	antisense	1740	916
ENSG00000227334	HLA-N	pseudogene	135	135
ENSG00000227335	IGHJ1P	IG_J_pseudogene	55	55
ENSG00000203321	RP11-197P3.4	antisense	43326	719
ENSG00000227338	RP11-195B3.1	lincRNA	1013	463
ENSG00000227339	THRAP3P1	pseudogene	3063	2786
ENSG00000266928	CTB-70G10.1	lincRNA	19408	575
ENSG00000266929	RP11-400F19.8	processed_transcript	25553	594
ENSG00000266922	CTC-499B15.6	sense_intronic	4823	491
ENSG00000242978	RP4-545C24.5	pseudogene	489	489
ENSG00000266923	RP11-693J15.4	antisense	62150	1968
ENSG00000242979	RPS15AP18	pseudogene	392	392
ENSG00000266920	ACTBP9	pseudogene	1099	1099
ENSG00000266921	RP11-15A1.7	antisense	5941	2909
ENSG00000242973	RP11-446F17.3	antisense	17722	575
ENSG00000266926	AC005943.4	processed_transcript	534	534
ENSG00000266927	AC006273.7	lincRNA	388	388
ENSG00000266924	RP11-154H12.2	lincRNA	4312	636
ENSG00000242976	RN7SL177P	misc_RNA	297	297
ENSG00000266925	RP11-434D2.7	lincRNA	1519	1519
ENSG00000242970	AC068522.4	pseudogene	345	345
ENSG00000242971	RN7SL233P	misc_RNA	275	275
ENSG00000227343	RPL15P1	pseudogene	600	600
ENSG00000227344	HAUS6P1	pseudogene	1551	1551
ENSG00000227342	LINC00307	lincRNA	2633	424
ENSG00000227347	HNRNPKP2	pseudogene	1390	1390
ENSG00000203314	AC015815.1	pseudogene	136	135
ENSG00000227348	MTND5P25	pseudogene	799	799
ENSG00000203315	AC015815.2	pseudogene	124	123
ENSG00000227345	PARG	protein_coding	104391	3266
ENSG00000203316	AC015815.3	pseudogene	88	87
ENSG00000203317	AC015815.4	pseudogene	88	87
ENSG00000227349	CEACAMP7	pseudogene	885	496
ENSG00000266919	MIR3184	sense_intronic	94	94
ENSG00000217950	AC073869.20	pseudogene	2301	2301
ENSG00000266918	RP11-798G7.8	lincRNA	2262	2262
ENSG00000203318	AC015815.5	pseudogene	133	132
ENSG00000242902	RP11-309L24.2	antisense	12465	559
ENSG00000144481	TRPM8	protein_coding	102124	7903
ENSG00000203384	AL591516.3	pseudogene	245	240
ENSG00000203386	AC009499.1	lincRNA	590868	1089
ENSG00000203387	AC074019.2	pseudogene	1096	1096
ENSG00000144485	HES6	protein_coding	2396	2037
ENSG00000144488	ESPNL	protein_coding	33131	5362
ENSG00000242911	RP11-118N24.2	pseudogene	361	361
ENSG00000242912	RN7SL384P	misc_RNA	296	296
ENSG00000203372	RP11-101E5.1	lincRNA	1244	419
ENSG00000203377	AC131568.1	pseudogene	256	246
ENSG00000242908	RP11-454C18.2	antisense	176733	635
ENSG00000144476	ACKR3	protein_coding	14572	2258
ENSG00000242922	RPL21P104	pseudogene	478	478
ENSG00000242924	RP11-298O21.6	lincRNA	12145	457
ENSG00000242925	PLCH1-AS2	antisense	1319	408
ENSG00000203362	RP3-337H4.8	antisense	3133	990
ENSG00000203363	AC012454.4	pseudogene	995	995
ENSG00000203364	RP11-370F5.4	lincRNA	1517	410
ENSG00000144468	RHBDD1	protein_coding	163635	6926
ENSG00000144460	NYAP2	protein_coding	253371	4832
ENSG00000012660	ELOVL5	protein_coding	81752	4223
ENSG00000242915	SNRPGP7	pseudogene	106	106
ENSG00000120498	TEX11	protein_coding	379792	3371
ENSG00000242936	RPL30P6	pseudogene	342	342
ENSG00000242931	RPL7P49	pseudogene	708	708
ENSG00000227300	KRT16P2	pseudogene	2835	1805
ENSG00000227303	GS1-256O22.5	antisense	231878	623
ENSG00000227304	RP11-791G16.2	pseudogene	1493	1493
ENSG00000227301	RP11-384P7.5	lincRNA	2866	1144
ENSG00000227302	SSXP9	pseudogene	4335	292
ENSG00000227307	RP11-95I16.2	lincRNA	55155	943
ENSG00000227308	AC009502.4	lincRNA	52557	2951
ENSG00000203356	RP11-296A18.3	lincRNA	40002	2366
ENSG00000227305	RP11-340I6.3	lincRNA	28259	701
ENSG00000227306	AP006285.6	lincRNA	760	587
ENSG00000144451	SPAG16	protein_coding	1126113	8335
ENSG00000227309	AC140076.1	pseudogene	361	361
ENSG00000144452	ABCA12	protein_coding	206886	9416
ENSG00000144455	SUMF1	protein_coding	766468	6952
ENSG00000242928	RN7SL868P	misc_RNA	301	301
ENSG00000119487	MAPKAP1	protein_coding	269842	6741
ENSG00000120471	TP53AIP1	protein_coding	8415	3191
ENSG00000144445	KANSL1L	protein_coding	149961	8468
ENSG00000120457	KCNJ5	protein_coding	29680	6109
ENSG00000120458	MSANTD2	protein_coding	34176	4245
ENSG00000144426	NBEAL1	protein_coding	211500	16376
ENSG00000036672	USP2	protein_coding	26512	4538
ENSG00000120451	SNX19	protein_coding	41074	8154
ENSG00000119471	HSDL2	protein_coding	92474	3455
ENSG00000144410	CPO	protein_coding	29921	1209
ENSG00000119440	LCN1P1	pseudogene	3702	562
ENSG00000119446	RBM18	protein_coding	27216	5193
ENSG00000120436	GPR31	protein_coding	2059	2059
ENSG00000061656	SPAG4	protein_coding	5158	2240
ENSG00000203305	AC010525.1	pseudogene	507	501
ENSG00000203306	AP001007.1	pseudogene	2035	2033
ENSG00000144406	UNC80	protein_coding	227308	19258
ENSG00000144407	PTH2R	protein_coding	494790	4391
ENSG00000203301	AL590822.1	protein_coding	2261	2261
ENSG00000120437	ACAT2	protein_coding	18785	4374
ENSG00000120438	TCP1	protein_coding	11252	4929
ENSG00000203307	RP11-375H19.2	antisense	6301	594
ENSG00000144401	METTL21A	protein_coding	45298	6798
ENSG00000217930	PAM16	protein_coding	24059	2383
ENSG00000119457	SLC46A2	protein_coding	11994	2502
ENSG00000120440	TTLL2	protein_coding	34418	3073
ENSG00000119421	NDUFA8	protein_coding	27354	1353
ENSG00000217929	CICP18	pseudogene	2812	2812
ENSG00000119431	HDHD3	protein_coding	3581	2105
ENSG00000120509	PDZD11	protein_coding	3920	1393
ENSG00000119522	DENND1A	protein_coding	550499	10254
ENSG00000119523	ALG2	protein_coding	5531	2980
ENSG00000085662	AKR1B1	protein_coding	16935	3660
ENSG00000120519	SLC10A7	protein_coding	267997	6694
ENSG00000119535	CSF3R	protein_coding	17236	8426
ENSG00000119537	KDSR	protein_coding	39785	9287
ENSG00000120526	NUDCD1	protein_coding	93467	4439
ENSG00000085644	ZNF213	protein_coding	13029	6443
ENSG00000061676	NCKAP1	protein_coding	129744	22520
ENSG00000119508	NR4A3	protein_coding	45037	6314
ENSG00000119509	INVS	protein_coding	201745	6241
ENSG00000119514	GALNT12	protein_coding	42383	2824
ENSG00000120500	ARR3	protein_coding	13536	1719
ENSG00000071054	MAP4K4	protein_coding	197838	11918
ENSG00000252270	AC034205.1	miRNA	72	72
ENSG00000071051	NCK2	protein_coding	149377	2990
ENSG00000252279	RNU6-406P	snRNA	107	107
ENSG00000252273	RNU6-426P	snRNA	97	97
ENSG00000252274	SCARNA24	snoRNA	137	137
ENSG00000252271	RNU6-1110P	snRNA	101	101
ENSG00000252272	RNA5SP470	rRNA	106	106
ENSG00000252277	SNORD116-30	snoRNA	85	85
ENSG00000252278	RNU6-866P	snRNA	122	122
ENSG00000252275	RNU7-192P	snRNA	61	61
ENSG00000095015	MAP3K1	protein_coding	80579	7716
ENSG00000252268	RNA5SP417	rRNA	108	108
ENSG00000252269	RNU4ATAC12P	snRNA	113	113
ENSG00000252262	RNA5SP61	rRNA	100	100
ENSG00000252263	RNU6-659P	snRNA	104	104
ENSG00000252260	RNA5SP461	rRNA	104	104
ENSG00000252261	RNA5SP262	rRNA	126	126
ENSG00000252266	Y_RNA	misc_RNA	100	100
ENSG00000252267	RNA5SP495	rRNA	110	110
ENSG00000252264	RNU7-153P	snRNA	62	62
ENSG00000252265	snoU13	snoRNA	112	112
ENSG00000095002	MSH2	protein_coding	159343	4552
ENSG00000252291	SNORA31	snoRNA	106	106
ENSG00000252292	RN7SKP238	misc_RNA	249	249
ENSG00000252290	SNORA25	snoRNA	132	132
ENSG00000252295	snoU13	snoRNA	103	103
ENSG00000252296	SNORA25	snoRNA	138	138
ENSG00000252293	RNU7-64P	snRNA	62	62
ENSG00000252294	RNU6-589P	snRNA	107	107
ENSG00000252299	U3	snoRNA	91	91
ENSG00000252297	RNU6-875P	snRNA	106	106
ENSG00000252298	SNORD112	snoRNA	77	77
ENSG00000252280	RNU7-16P	snRNA	62	62
ENSG00000252281	snoZ247	snoRNA	80	80
ENSG00000252284	SNORD28	snoRNA	68	68
ENSG00000252285	RNU7-5P	snRNA	62	62
ENSG00000252282	RNU6-1089P	snRNA	104	104
ENSG00000252283	Vault	misc_RNA	102	102
ENSG00000252288	RNU6-966P	snRNA	104	104
ENSG00000252289	RNA5SP519	rRNA	119	119
ENSG00000168404	MLKL	protein_coding	29106	5692
ENSG00000168405	CMAHP	pseudogene	85246	4328
ENSG00000252287	RNA5SP24	rRNA	95	95
ENSG00000266879	MIR4752	miRNA	72	72
ENSG00000266876	RP11-1148O4.1	pseudogene	1000	1000
ENSG00000266877	RP1-41C23.1	lincRNA	54382	568
ENSG00000227270	AC009963.4	pseudogene	278	157
ENSG00000266870	U6	snRNA	100	100
ENSG00000227274	AC005358.3	antisense	34274	1143
ENSG00000266871	hsa-mir-877	miRNA	86	86
ENSG00000227271	RPL39P25	pseudogene	154	154
ENSG00000266874	RP4-791M13.4	antisense	7599	554
ENSG00000227277	RNF5	protein_coding	2440	1178
ENSG00000227278	RP11-656D10.5	antisense	597	432
ENSG00000266875	RN7SL408P	misc_RNA	294	294
ENSG00000095066	HOOK2	protein_coding	109738	5950
ENSG00000227275	MTND6P10	pseudogene	517	517
ENSG00000266872	RP11-19P22.8	antisense	955	656
ENSG00000252237	RNU4-54P	snRNA	129	129
ENSG00000252238	SNORA31	snoRNA	84	84
ENSG00000252235	RNU6-962P	snRNA	70	70
ENSG00000168411	RFWD3	protein_coding	45488	6465
ENSG00000227279	AC015933.2	antisense	9169	440
ENSG00000252236	SNORA26	snoRNA	141	141
ENSG00000168412	MTNR1A	protein_coding	21913	1289
ENSG00000252239	RNU6-1185P	snRNA	97	97
ENSG00000252230	SNORD111	snoRNA	86	86
ENSG00000252233	RN7SKP253	misc_RNA	309	309
ENSG00000168418	KCNG4	protein_coding	17534	3003
ENSG00000252234	AC006557.1	miRNA	109	109
ENSG00000252231	RNA5SP67	rRNA	131	131
ENSG00000266867	AL031005.1	miRNA	64	64
ENSG00000266868	MIR4517	miRNA	79	79
ENSG00000095059	DHPS	protein_coding	6186	3006
ENSG00000266865	RP11-848P1.9	pseudogene	84631	2147
ENSG00000266866	AP002761.1	miRNA	107	107
ENSG00000266869	RP6-114E22.1	lincRNA	59825	397
ENSG00000227284	MARK2P10	pseudogene	1437	1437
ENSG00000227285	RP3-327A19.5	antisense	1580	810
ENSG00000266860	U1	snRNA	149	149
ENSG00000227282	RP11-164D18.2	lincRNA	849	566
ENSG00000227283	RPL35AP12	pseudogene	338	338
ENSG00000227288	RP5-837I24.1	pseudogene	1675	1675
ENSG00000266863	RN7SL123P	misc_RNA	286	286
ENSG00000266864	AC116606.1	miRNA	108	108
ENSG00000227289	HSFY3P	pseudogene	1970	1191
ENSG00000266861	AC097506.1	miRNA	89	89
ENSG00000227286	HLA-DPA2	pseudogene	5543	732
ENSG00000266862	AC004595.1	miRNA	100	100
ENSG00000252226	AL451051.1	miRNA	73	73
ENSG00000252227	SNORD36	snoRNA	81	81
ENSG00000252224	RNU4ATAC15P	snRNA	126	126
ENSG00000252225	Y_RNA	misc_RNA	91	91
ENSG00000168421	RHOH	protein_coding	55915	6594
ENSG00000252228	SNORA48	snoRNA	162	162
ENSG00000252222	RNU7-13P	snRNA	62	62
ENSG00000252223	RNU6-1049P	snRNA	107	107
ENSG00000252220	RNU6-977P	snRNA	103	103
ENSG00000168427	KLHL30	protein_coding	14226	3726
ENSG00000266899	AKR1B1P7	pseudogene	949	949
ENSG00000227291	AC092170.1	pseudogene	671	356
ENSG00000227292	AC009229.5	lincRNA	36228	622
ENSG00000227290	RP4-544H6.2	lincRNA	18132	889
ENSG00000227295	ELL2P1	pseudogene	1906	1906
ENSG00000203284	AL591516.1	pseudogene	259	255
ENSG00000266892	AP000301.1	miRNA	93	93
ENSG00000071073	MGAT4A	protein_coding	112021	9630
ENSG00000203285	AL591516.2	pseudogene	240	234
ENSG00000266893	AC005616.1	lincRNA	140865	1269
ENSG00000227296	HLA-H	pseudogene	2722	1088
ENSG00000227293	AC118345.1	lincRNA	837	366
ENSG00000266890	MIR4634	miRNA	54	54
ENSG00000203286	AL365202.1	protein_coding	16877	312
ENSG00000227294	AC016994.2	antisense	6744	552
ENSG00000266891	RP11-692N5.2	pseudogene	721	368
ENSG00000266896	RP1-266L20.9	sense_intronic	1630	1630
ENSG00000203280	CTA-221G9.11	antisense	10253	950
ENSG00000203281	AL590489.1	pseudogene	247	243
ENSG00000266897	AC005546.2	lincRNA	840	391
ENSG00000227297	RP4-718J7.4	lincRNA	1506	823
ENSG00000227298	RP5-905H7.5	pseudogene	490	490
ENSG00000266895	CTC-268N12.2	antisense	7316	718
ENSG00000252259	RNA5SP49	rRNA	115	115
ENSG00000252257	RN7SKP265	misc_RNA	223	223
ENSG00000168434	COG7	protein_coding	64688	4343
ENSG00000252258	SNORA70	snoRNA	133	133
ENSG00000203288	RP11-98D18.9	antisense	3599	1141
ENSG00000252251	RNA5SP348	rRNA	37	37
ENSG00000252252	RNU6-687P	snRNA	89	89
ENSG00000252250	Y_RNA	misc_RNA	93	93
ENSG00000168439	STIP1	protein_coding	19272	4657
ENSG00000252255	RNU2-35P	snRNA	142	142
ENSG00000252256	SNORD112	snoRNA	71	71
ENSG00000252254	Y_RNA	misc_RNA	113	113
ENSG00000168438	CDC40	protein_coding	74135	5940
ENSG00000266889	RN7SL88P	misc_RNA	297	297
ENSG00000266887	MIR4535	miRNA	59	59
ENSG00000266888	RP11-506B6.6	antisense	114002	4095
ENSG00000266881	AL353662.4	miRNA	52	52
ENSG00000266882	AC138749.2	miRNA	83	83
ENSG00000203276	AL353898.2	pseudogene	1738	1737
ENSG00000266880	RHEBP1	pseudogene	556	556
ENSG00000266885	RP11-744K17.2	lincRNA	3644	3644
ENSG00000266886	U6	snRNA	107	107
ENSG00000266883	RNU2-17P	snRNA	190	190
ENSG00000071082	RPL31	protein_coding	22318	5791
ENSG00000266884	U1	snRNA	149	149
ENSG00000252249	SNORA18	snoRNA	124	124
ENSG00000168447	SCNN1B	protein_coding	103069	3918
ENSG00000252246	RNA5SP92	rRNA	110	110
ENSG00000252247	RNU6-70P	snRNA	99	99
ENSG00000203279	RP11-498P14.5	lincRNA	38226	806
ENSG00000252240	AC096643.1	miRNA	91	91
ENSG00000252241	U3	snoRNA	87	87
ENSG00000252244	RNU7-3P	snRNA	62	62
ENSG00000252245	RNU6-736P	snRNA	88	88
ENSG00000252242	RNU7-115P	snRNA	55	55
ENSG00000252243	RNU6-412P	snRNA	106	106
ENSG00000266834	SNORD24	snoRNA	75	75
ENSG00000266835	RP11-838N2.4	lincRNA	12729	1051
ENSG00000266832	AL445464.1	miRNA	86	86
ENSG00000266833	RP11-343N15.1	lincRNA	38651	2649
ENSG00000242863	RN7SL677P	misc_RNA	289	289
ENSG00000266838	AP001634.1	miRNA	73	73
ENSG00000266839	U6	sense_intronic	337	337
ENSG00000242865	RN7SL244P	misc_RNA	298	298
ENSG00000266836	RP11-1109M24.8	pseudogene	571	571
ENSG00000242866	STRC	protein_coding	118863	8407
ENSG00000266837	Z97055.1	miRNA	86	86
ENSG00000242860	RN7SL180P	misc_RNA	292	292
ENSG00000227230	RP11-261C10.5	antisense	4691	694
ENSG00000242861	RP11-285F7.2	antisense	5640	348
ENSG00000227233	CICP17	pseudogene	2377	2377
ENSG00000266830	CTD-2008P7.8	lincRNA	1553	1553
ENSG00000227234	SPANXB2	protein_coding	1116	469
ENSG00000266831	MIR4273	miRNA	84	84
ENSG00000227231	IER3	protein_coding	1356	1356
ENSG00000227232	WASH7P	pseudogene	15444	2073
ENSG00000227237	AL672294.1	antisense	5633	462
ENSG00000227238	TTC39DP	pseudogene	1688	1688
ENSG00000227236	RP11-365D9.1	pseudogene	1724	1724
ENSG00000168453	HR	protein_coding	18970	8784
ENSG00000168454	TXNDC2	protein_coding	3510	3352
ENSG00000227239	AL121985.1	pseudogene	242	237
ENSG00000168452	PPT2	protein_coding	18518	6985
ENSG00000266829	RN7SL661P	misc_RNA	277	277
ENSG00000266823	RP1-142L7.5	antisense	11704	1125
ENSG00000266824	RP11-599B13.7	lincRNA	6001	465
ENSG00000242879	AC006335.11	pseudogene	1878	330
ENSG00000266821	RP11-6N17.2	lincRNA	2927	2927
ENSG00000266822	AL928874.1	miRNA	92	92
ENSG00000266827	MIR3689E	miRNA	72	72
ENSG00000266828	RN7SL712P	misc_RNA	300	300
ENSG00000242875	RBMY1B	protein_coding	14449	1921
ENSG00000266825	AL590085.1	miRNA	98	98
ENSG00000242876	RN7SL812P	misc_RNA	274	274
ENSG00000266826	CTD-2200P10.1	pseudogene	1020	1020
ENSG00000227240	RP11-563D10.1	lincRNA	49222	832
ENSG00000227241	AC011998.4	pseudogene	117	117
ENSG00000168461	RAB31	protein_coding	154387	5586
ENSG00000242871	RN7SL109P	misc_RNA	237	237
ENSG00000227244	LINC00845	lincRNA	10146	696
ENSG00000227245	RP11-136C24.2	lincRNA	590	509
ENSG00000266820	RP13-104F24.1	pseudogene	8686	848
ENSG00000227242	NBPF13P	pseudogene	105213	4171
ENSG00000227243	SLAMF6P1	pseudogene	338	338
ENSG00000227248	FAM155A-IT1	sense_intronic	47110	819
ENSG00000168468	ATF6B	protein_coding	30101	3706
ENSG00000227249	AC000374.1	pseudogene	1745	1745
ENSG00000227246	PSORS1C2	protein_coding	1817	1152
ENSG00000227247	TRIM60P13	pseudogene	1283	1283
ENSG00000266818	RP11-454P7.1	pseudogene	17327	1796
ENSG00000266819	Metazoa_SRP	misc_RNA	264	264
ENSG00000002933	TMEM176A	protein_coding	4718	3479
ENSG00000242889	RN7SL449P	misc_RNA	291	291
ENSG00000266856	MIR5004	miRNA	107	107
ENSG00000266857	AF186996.2	miRNA	88	88
ENSG00000266854	AP003096.1	miRNA	97	97
ENSG00000266855	MIR3910-2	miRNA	111	111
ENSG00000242887	IGHJ3	IG_J_gene	49	49
ENSG00000266858	RP11-557B23.3	pseudogene	2734	862
ENSG00000266859	AP000719.1	miRNA	88	88
ENSG00000242888	RP11-436M15.1	pseudogene	814	814
ENSG00000227251	TRIM60P9Y	pseudogene	1157	816
ENSG00000227252	AC105760.2	antisense	26384	2341
ENSG00000242882	RPL5P11	pseudogene	893	893
ENSG00000266852	MIR4482-1	miRNA	98	98
ENSG00000227255	CDRT15P2	pseudogene	962	416
ENSG00000266853	ITM2BP1	pseudogene	664	664
ENSG00000227256	MIS18A-AS1	antisense	3126	769
ENSG00000227253	RP11-166N17.1	antisense	3186	696
ENSG00000266850	RP11-370A5.1	antisense	184231	1229
ENSG00000242880	RP11-190P13.2	lincRNA	34152	533
ENSG00000227254	VDAC1P12	pseudogene	882	882
ENSG00000266851	CR759848.2	miRNA	68	68
ENSG00000227259	HMGN2P22	pseudogene	175	175
ENSG00000252215	AL357514.1	miRNA	104	104
ENSG00000252216	AC007041.1	miRNA	75	75
ENSG00000252213	SNORA74	snoRNA	141	141
ENSG00000168477	TNXB	protein_coding	74181	15166
ENSG00000227257	RP11-330M2.3	pseudogene	391	391
ENSG00000252214	RNU6-542P	snRNA	103	103
ENSG00000227258	SMIM2-AS1	antisense	96329	546
ENSG00000252219	hsa-mir-892c	miRNA	73	73
ENSG00000168476	REEP4	protein_coding	3932	2266
ENSG00000252217	Y_RNA	misc_RNA	96	96
ENSG00000252218	SCARNA15	snoRNA	127	127
ENSG00000252211	RNA5SP473	rRNA	125	125
ENSG00000252212	RNU2-58P	snRNA	183	183
ENSG00000252210	Y_RNA	misc_RNA	85	85
ENSG00000266845	RP11-325P15.1	pseudogene	1665	1665
ENSG00000266846	RP11-793A3.2	antisense	57365	544
ENSG00000266843	AL360007.1	miRNA	92	92
ENSG00000266844	RP11-862L9.3	antisense	9473	2478
ENSG00000266849	AC083906.2	miRNA	66	66
ENSG00000266847	SNORA38	snoRNA	132	132
ENSG00000242899	RPL7P16	pseudogene	738	738
ENSG00000227262	HCG4B	pseudogene	991	991
ENSG00000242893	RN7SL413P	misc_RNA	295	295
ENSG00000227260	AC116035.1	lincRNA	2441	436
ENSG00000242894	RN7SL634P	misc_RNA	290	290
ENSG00000227261	YWHAZP7	pseudogene	631	631
ENSG00000168481	LGI3	protein_coding	10260	4514
ENSG00000266841	Y_RNA	misc_RNA	92	92
ENSG00000227267	RP11-305O4.2	pseudogene	581	581
ENSG00000266842	RP11-495P10.4	pseudogene	331	331
ENSG00000227264	ACTR3BP5	pseudogene	1802	1802
ENSG00000227265	AC073464.4	pseudogene	1190	1190
ENSG00000266840	RP11-543H23.2	antisense	19998	483
ENSG00000252204	SNORA25	snoRNA	103	103
ENSG00000252205	RNU6-764P	snRNA	105	105
ENSG00000252202	Y_RNA	misc_RNA	96	96
ENSG00000227268	KLLN	protein_coding	4277	4277
ENSG00000168488	ATXN2L	protein_coding	14203	6508
ENSG00000227269	RP11-96L7.2	lincRNA	1519	439
ENSG00000252203	snoR442	snoRNA	101	101
ENSG00000168487	BMP1	protein_coding	47591	7471
ENSG00000252209	RNU1-48P	snRNA	162	162
ENSG00000168484	SFTPC	protein_coding	7567	3189
ENSG00000252206	RNU7-40P	snRNA	64	64
ENSG00000252207	RNA5SP365	rRNA	107	107
ENSG00000002919	SNX11	protein_coding	19718	3606
ENSG00000252200	snoZ6	snoRNA	75	75
ENSG00000252201	RNU6-1058P	snRNA	90	90
ENSG00000203462	RP11-814E24.1	pseudogene	798	340
ENSG00000203463	SLC44A4	processed_transcript	244	244
ENSG00000227431	RP1-155G6.4	antisense	5582	556
ENSG00000227432	AC053503.11	antisense	34805	519
ENSG00000227430	AC019185.2	pseudogene	389	389
ENSG00000227435	PPP1R2P1	pseudogene	678	678
ENSG00000203469	RP5-1113E3.3	antisense	784	467
ENSG00000227436	FCF1P1	pseudogene	3494	571
ENSG00000227433	AC069213.4	pseudogene	367	367
ENSG00000227434	RNF19BPX	pseudogene	625	625
ENSG00000227439	TTTY17B	lincRNA	1132	166
ENSG00000203465	AC061975.2	pseudogene	154	150
ENSG00000227437	RP11-179H18.5	pseudogene	627	627
ENSG00000227438	AP001471.1	antisense	4267	672
ENSG00000227442	HLA-DRB2	pseudogene	14488	503
ENSG00000227443	RP11-344A7.1	pseudogene	392	392
ENSG00000227440	ATP5G1P4	pseudogene	441	441
ENSG00000203457	AC068896.1	pseudogene	225	219
ENSG00000227446	OR12D2	protein_coding	1069	1069
ENSG00000227447	XGPY	pseudogene	67327	446
ENSG00000227444	AC007322.5	pseudogene	2172	750
ENSG00000227445	OR10R1P	pseudogene	1141	1141
ENSG00000227448	XXbac-BCX196D17.5	processed_transcript	4699	389
ENSG00000227449	RP11-111F5.5	pseudogene	59039	2977
ENSG00000227450	CTB-58E17.5	protein_coding	1357	1357
ENSG00000252408	SNORD38	snoRNA	73	73
ENSG00000252409	SCARNA21	snoRNA	166	166
ENSG00000203441	LINC00449	antisense	1326	872
ENSG00000227453	HNRNPA1P63	pseudogene	963	963
ENSG00000227454	MTND4P30	pseudogene	899	899
ENSG00000252413	RNU7-121P	snRNA	62	62
ENSG00000203446	AC004988.1	antisense	8802	1771
ENSG00000252414	RNU6-100P	snRNA	106	106
ENSG00000227458	TRIM40	protein_coding	12627	2495
ENSG00000227455	RP11-300M24.1	lincRNA	3881	3881
ENSG00000252411	RNU6-1087P	snRNA	101	101
ENSG00000252412	Y_RNA	misc_RNA	95	95
ENSG00000227456	LINC00310	lincRNA	9243	2253
ENSG00000252417	RNU7-179P	snRNA	68	68
ENSG00000203442	AC008555.1	pseudogene	202	198
ENSG00000203443	AC092964.1	protein_coding	5296	198
ENSG00000252418	RNU6-779P	snRNA	75	75
ENSG00000227459	AC079612.2	lincRNA	5142	348
